filiere,type_ecole,ville,moyenne,stages,niveau_francais,niveau_anglais,niveau_programmation,niveau_algorithme,projets,certifications,participation_hackathon,open_source_contributions,soft_skills,linkedin_profile,recrute,salaire_estime_dh
Data Science,OFPPT,Casablanca,17.24,4,6,4,5,6,5,1,0,0,8,1,1,9200
Data Science,FST,Fès,16.95,4,7,9,7,7,6,2,0,0,6,1,1,11600
Data Science,FST,Kenitra,11.9,3,10,7,5,4,3,1,1,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Fès,10.65,3,4,10,7,6,1,3,1,0,5,1,0,0
Cybersécurité,EST,Tanger,15.02,4,4,4,5,10,6,1,0,0,5,1,0,0
GI,OFPPT,Agadir,12.69,3,9,10,7,9,5,2,1,0,9,1,1,9300
Réseaux & Télécoms,FST,Fès,15.38,1,5,6,3,4,1,2,0,0,9,1,0,0
Data Science,EST,Agadir,10.26,3,5,6,5,7,0,0,0,0,5,0,0,0
GI,FST,Kenitra,11.07,4,7,6,10,9,6,1,0,0,8,1,1,10600
Réseaux & Télécoms,OFPPT,Kenitra,15.49,3,9,6,10,9,2,2,0,0,6,0,1,8500
Cybersécurité,ENSA,Tanger,11.7,3,4,7,7,5,6,2,0,0,4,1,1,11700
Réseaux & Télécoms,ENSA,Kenitra,16.86,2,10,5,8,4,6,2,0,1,7,1,1,11300
Cybersécurité,Privée (EMSI/IGA),Tanger,10.47,2,10,7,4,8,4,2,0,0,8,1,0,0
Data Science,ENSA,Fès,11.72,4,10,8,9,4,0,3,0,0,8,1,0,0
Cybersécurité,Faculté (FS),Kenitra,17.99,1,10,7,9,7,7,1,1,0,10,0,1,8300
GI,Faculté (FS),Casablanca,13.46,0,5,4,9,8,2,1,1,0,7,1,0,0
Data Science,FST,Marrakech,15.62,0,4,5,4,5,1,1,0,0,7,0,0,0
GI,Faculté (FS),Rabat,11.46,4,10,10,10,6,4,3,0,1,5,0,1,12700
Développement Web,ENSA,Marrakech,14.88,1,4,9,5,3,1,3,0,0,6,1,0,0
GINF,Faculté (FS),Marrakech,15.81,1,9,3,5,7,5,2,0,0,8,1,0,0
Cybersécurité,EST,Agadir,12.52,1,5,3,6,3,1,3,0,0,8,1,0,0
GINF,Faculté (FS),Tanger,16.63,2,6,9,7,5,7,0,0,1,4,1,0,0
GINF,ENSA,Agadir,14.83,4,6,5,5,8,3,3,0,0,7,0,0,0
Cybersécurité,Faculté (FS),Fès,13.11,0,9,3,4,5,2,2,0,1,7,1,0,0
Data Science,ENSA,Rabat,14.46,1,5,5,4,10,0,1,0,0,8,0,0,0
Développement Web,EST,Fès,14.61,4,7,4,9,4,6,3,0,0,7,0,0,0
GI,ENSA,Casablanca,11.32,0,8,4,4,10,3,1,0,0,5,1,0,0
Réseaux & Télécoms,ENSA,Rabat,13.22,2,9,7,10,3,7,1,0,0,4,1,1,11800
GI,OFPPT,Agadir,12.75,3,4,3,7,3,5,0,0,0,8,1,0,0
Réseaux & Télécoms,EST,Kenitra,13.21,0,9,9,3,5,2,0,0,0,9,1,0,0
GI,Privée (EMSI/IGA),Kenitra,16.09,0,8,5,5,8,5,3,0,0,4,0,0,0
Cybersécurité,Privée (EMSI/IGA),Agadir,13.86,0,9,10,9,3,7,1,0,0,9,0,1,10900
Développement Web,Faculté (FS),Fès,17.52,3,5,4,3,9,2,2,0,1,10,1,0,0
Réseaux & Télécoms,ENSA,Agadir,12.35,1,4,7,7,6,2,1,0,0,5,0,0,0
Data Science,EST,Agadir,13.33,3,8,3,9,5,4,1,0,0,4,1,1,8000
GI,OFPPT,Marrakech,16.3,0,10,3,8,4,3,0,1,0,9,1,0,0
GI,EST,Casablanca,14.37,2,6,3,5,4,7,0,0,0,7,0,0,0
Réseaux & Télécoms,ENSA,Kenitra,14.38,0,7,10,6,4,0,0,0,1,8,1,0,0
Data Science,Faculté (FS),Marrakech,10.43,2,9,4,5,3,3,0,0,0,4,1,0,0
Data Science,OFPPT,Agadir,13.19,4,9,10,5,5,5,3,1,0,6,1,1,10200
Cybersécurité,OFPPT,Tanger,12.17,2,8,4,5,10,1,3,0,0,8,0,0,0
Cybersécurité,ENSA,Marrakech,17.99,0,7,3,9,4,5,1,0,0,4,1,0,0
Cybersécurité,Faculté (FS),Agadir,12.47,3,9,4,9,5,2,3,0,0,8,0,0,0
Cybersécurité,ENSA,Kenitra,17.08,0,6,3,5,3,1,2,0,0,9,1,0,0
Cybersécurité,ENSA,Agadir,15.41,0,8,6,8,6,3,1,0,0,4,1,0,0
Cybersécurité,OFPPT,Casablanca,12.73,4,5,4,5,6,0,1,0,1,4,1,0,0
Développement Web,ENSA,Fès,14.35,1,4,5,7,6,1,2,0,0,7,1,0,0
Data Science,EST,Rabat,16.72,0,6,4,5,3,1,1,1,1,4,1,0,0
Cybersécurité,ENSA,Marrakech,17.07,4,7,3,8,4,6,2,1,0,6,1,0,0
Data Science,OFPPT,Marrakech,11.28,3,7,5,10,3,7,0,0,0,7,0,0,0
Data Science,OFPPT,Marrakech,12.72,4,6,7,7,10,4,0,1,0,6,1,1,8400
GINF,Faculté (FS),Agadir,12.68,4,10,5,5,5,3,0,0,0,9,0,0,0
Développement Web,OFPPT,Casablanca,10.34,2,5,5,5,6,1,2,1,0,6,0,0,0
Cybersécurité,ENSA,Agadir,14.79,1,9,4,7,5,3,3,0,0,10,0,0,0
GI,FST,Agadir,16.84,1,5,8,5,3,0,3,0,0,5,1,0,0
Réseaux & Télécoms,EST,Fès,13.05,3,9,5,8,7,1,1,1,0,6,0,0,0
GI,ENSA,Tanger,15.92,4,9,5,9,7,7,0,0,0,4,1,1,11000
Développement Web,FST,Casablanca,15.02,3,7,9,10,9,0,0,0,0,8,1,1,11300
Réseaux & Télécoms,Privée (EMSI/IGA),Marrakech,13.01,3,9,3,4,3,5,1,0,1,7,1,0,0
Développement Web,ENSA,Rabat,11.13,1,6,4,5,4,1,0,0,0,7,1,0,0
Data Science,EST,Marrakech,15.67,1,10,3,6,10,7,0,1,0,7,1,1,6600
Réseaux & Télécoms,ENSA,Agadir,16.84,1,9,4,7,8,6,2,1,0,8,1,1,10100
Data Science,ENSA,Casablanca,15.49,0,6,10,8,5,2,1,0,0,6,0,1,11400
GI,Privée (EMSI/IGA),Kenitra,10.14,4,4,7,5,3,4,2,0,0,9,1,0,0
GI,FST,Casablanca,11.73,3,7,8,5,10,7,0,0,0,10,0,1,11100
Réseaux & Télécoms,FST,Casablanca,10.56,4,5,5,7,3,4,0,0,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Tanger,14.56,3,8,9,3,7,7,1,1,0,4,0,1,8700
Cybersécurité,ENSA,Marrakech,16.05,3,5,4,8,6,4,0,0,1,9,1,0,0
Développement Web,FST,Tanger,10.88,3,5,5,8,6,0,3,0,1,7,0,1,11200
Cybersécurité,FST,Kenitra,16.71,3,10,5,4,8,3,2,0,1,4,0,0,0
Développement Web,Faculté (FS),Kenitra,14.44,2,8,6,9,4,6,2,0,0,6,1,1,9000
Cybersécurité,Privée (EMSI/IGA),Fès,15.52,2,10,10,9,4,4,3,0,0,10,1,1,12700
Data Science,OFPPT,Rabat,17.77,0,7,10,4,8,7,1,0,0,9,1,1,8400
Réseaux & Télécoms,EST,Fès,10.67,1,9,3,5,4,7,1,0,0,10,0,1,7000
GI,OFPPT,Agadir,17.21,3,4,10,7,9,7,0,0,0,5,0,1,8500
Développement Web,ENSA,Tanger,11.01,4,5,10,6,9,5,1,0,0,10,1,1,12400
Développement Web,ENSA,Tanger,13.14,2,10,10,5,7,7,3,0,1,7,1,1,12700
GI,ENSA,Fès,16.81,1,9,8,4,3,7,1,0,0,10,1,0,0
Cybersécurité,EST,Agadir,17.25,0,5,9,5,4,1,0,0,0,6,1,0,0
Développement Web,FST,Casablanca,14.05,1,7,4,7,7,1,3,0,0,9,0,0,0
Data Science,Faculté (FS),Agadir,14.75,3,7,10,8,9,2,0,0,1,5,1,1,10000
Réseaux & Télécoms,Privée (EMSI/IGA),Marrakech,15.67,1,6,7,10,5,7,2,0,0,9,1,0,0
GI,FST,Fès,16.66,3,7,8,8,3,0,2,0,1,7,1,1,11400
Réseaux & Télécoms,FST,Agadir,10.97,2,7,6,8,8,1,1,0,1,6,1,0,0
Développement Web,ENSA,Casablanca,16.48,2,5,3,8,5,1,3,0,0,4,0,0,0
Développement Web,ENSA,Agadir,13.85,3,4,7,9,6,6,3,0,1,9,1,1,12600
GI,Faculté (FS),Tanger,13.6,4,10,7,6,6,2,3,1,0,8,1,1,10600
Data Science,FST,Rabat,13.39,2,5,5,3,3,2,0,1,0,7,1,0,0
GINF,OFPPT,Tanger,14.07,4,10,3,9,4,3,3,1,0,5,0,0,0
GI,ENSA,Kenitra,17.56,3,9,6,6,3,3,1,1,1,5,0,0,0
GINF,ENSA,Rabat,14.39,3,10,4,10,4,3,2,0,0,8,1,1,12100
Cybersécurité,FST,Kenitra,17.63,2,7,4,5,8,1,1,1,0,8,1,0,0
GINF,ENSA,Agadir,11.44,4,6,6,4,6,2,2,0,0,6,1,0,0
Data Science,ENSA,Marrakech,15.79,3,4,5,10,9,5,2,0,0,8,0,1,11300
Cybersécurité,OFPPT,Agadir,16.5,2,6,5,7,9,0,1,0,0,7,1,1,7400
GINF,ENSA,Casablanca,15.43,3,8,7,5,3,3,2,0,1,9,1,0,0
Cybersécurité,Faculté (FS),Agadir,14.86,1,6,10,10,3,5,2,1,0,8,0,1,9300
GINF,EST,Rabat,14.52,1,6,3,3,8,4,0,0,0,7,1,0,0
Data Science,ENSA,Tanger,16.89,2,9,7,7,9,1,1,0,0,4,1,1,10800
GINF,EST,Marrakech,16.57,3,7,10,7,4,0,1,1,0,8,1,0,0
GINF,OFPPT,Kenitra,10.98,2,9,9,7,6,1,1,0,0,4,0,0,0
GINF,EST,Agadir,16.79,0,7,9,5,6,5,2,1,0,10,1,1,8100
GI,OFPPT,Agadir,13.31,2,9,4,3,4,3,3,1,1,9,1,0,0
GI,ENSA,Tanger,12.03,2,7,6,5,8,5,3,0,0,5,1,1,11400
GI,OFPPT,Marrakech,16.96,1,10,3,7,4,5,2,0,0,9,1,0,0
Data Science,ENSA,Fès,13.46,1,7,6,7,8,6,3,0,1,10,0,0,0
Cybersécurité,Faculté (FS),Kenitra,16.47,3,7,3,9,4,1,3,1,0,8,1,1,9300
Développement Web,Faculté (FS),Agadir,12.11,2,6,8,4,6,3,2,0,0,5,0,0,0
GINF,Privée (EMSI/IGA),Agadir,10.03,2,8,4,6,10,1,1,0,0,9,1,0,0
GINF,EST,Fès,13.96,3,7,4,10,6,3,0,0,0,4,1,0,0
Data Science,ENSA,Kenitra,10.8,4,8,8,5,3,6,1,0,0,5,1,0,0
GINF,ENSA,Rabat,16.04,3,8,3,3,10,7,1,0,0,4,0,0,0
GI,OFPPT,Rabat,12.21,1,5,5,9,9,2,1,1,0,6,0,0,0
Développement Web,FST,Casablanca,13.55,1,5,3,7,9,2,0,0,0,9,0,0,0
Réseaux & Télécoms,OFPPT,Tanger,10.7,2,4,4,5,8,6,1,1,0,9,1,0,0
GINF,ENSA,Marrakech,12.29,1,10,9,6,6,6,3,0,0,4,1,1,11500
GI,EST,Agadir,16.25,3,9,6,5,8,6,0,0,0,6,1,1,8200
Réseaux & Télécoms,ENSA,Kenitra,11.21,2,5,7,10,8,7,3,0,0,5,1,1,11600
Développement Web,Privée (EMSI/IGA),Agadir,15.18,3,7,6,10,5,6,0,0,0,4,1,1,11200
Réseaux & Télécoms,Faculté (FS),Casablanca,17.34,3,8,4,6,5,2,3,0,0,6,1,0,0
GI,Privée (EMSI/IGA),Kenitra,15.44,2,9,6,5,4,2,1,1,1,4,1,0,0
Cybersécurité,EST,Kenitra,16.49,4,4,5,4,9,6,1,0,0,7,1,0,0
Cybersécurité,Faculté (FS),Agadir,10.87,1,5,5,5,8,2,1,0,0,9,0,0,0
Réseaux & Télécoms,Faculté (FS),Tanger,12.01,0,6,9,9,4,4,3,0,1,7,1,0,0
Data Science,EST,Casablanca,17.16,0,10,3,8,4,1,3,0,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Tanger,15.72,0,9,10,4,3,5,2,0,0,7,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,15.12,1,4,6,6,5,6,3,0,0,9,0,0,0
GINF,OFPPT,Agadir,15.31,4,7,6,7,5,2,0,0,0,8,1,0,0
Cybersécurité,OFPPT,Casablanca,13.31,3,9,4,7,6,4,1,0,0,6,1,0,0
Data Science,EST,Rabat,10.36,2,8,3,10,5,6,0,0,0,9,1,0,0
GI,EST,Kenitra,16.28,4,7,3,5,6,4,2,1,0,9,1,0,0
GINF,Privée (EMSI/IGA),Marrakech,15.43,0,7,6,3,8,1,2,0,0,8,1,0,0
Cybersécurité,ENSA,Agadir,13.78,1,9,7,5,3,7,3,0,0,7,1,1,11100
Développement Web,OFPPT,Fès,17.2,1,6,6,4,4,1,1,0,0,5,1,0,0
Cybersécurité,OFPPT,Marrakech,12.69,2,6,6,4,4,3,0,0,0,8,1,0,0
GINF,Faculté (FS),Agadir,12.35,3,9,6,6,8,3,2,0,0,9,1,1,9500
GINF,Privée (EMSI/IGA),Marrakech,16.98,4,9,5,5,6,7,2,0,1,10,0,1,12800
Cybersécurité,EST,Rabat,16.38,4,9,8,6,7,2,0,1,0,5,1,1,10100
GI,EST,Marrakech,14.12,4,10,3,3,8,0,2,1,0,4,0,0,0
Réseaux & Télécoms,ENSA,Casablanca,11.05,3,10,8,7,6,3,0,1,0,9,0,1,12100
GINF,FST,Marrakech,11.72,3,8,5,7,8,0,1,0,0,8,0,1,9900
Cybersécurité,EST,Agadir,15.25,3,5,7,5,3,5,3,1,0,4,1,0,0
Cybersécurité,EST,Fès,13.08,2,7,10,6,8,3,0,1,0,8,1,1,8500
Data Science,OFPPT,Fès,16.69,1,9,4,6,8,5,1,0,0,10,0,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Tanger,17.6,0,10,9,3,5,4,0,0,1,6,1,0,0
Développement Web,ENSA,Kenitra,16.45,3,5,7,6,6,4,2,1,0,5,1,1,11700
GI,EST,Marrakech,13.02,1,8,3,8,3,5,1,1,0,4,1,0,0
Développement Web,Privée (EMSI/IGA),Fès,16.31,3,7,4,8,10,4,0,0,0,10,0,1,10800
Réseaux & Télécoms,ENSA,Marrakech,12.81,0,5,8,4,9,5,1,0,0,7,0,0,0
Réseaux & Télécoms,ENSA,Kenitra,11.34,3,7,7,8,4,0,0,1,0,8,1,0,0
Réseaux & Télécoms,ENSA,Fès,10.27,1,6,3,10,7,2,0,0,0,9,1,0,0
Développement Web,Faculté (FS),Kenitra,13.09,2,9,9,8,7,5,1,0,0,4,0,1,9200
Réseaux & Télécoms,ENSA,Marrakech,17.23,0,6,10,4,6,3,1,0,0,10,0,0,0
Cybersécurité,Privée (EMSI/IGA),Agadir,11.91,1,4,10,8,8,3,1,0,0,10,0,1,11400
Développement Web,FST,Marrakech,11.65,4,8,9,8,5,7,2,1,0,8,1,1,11600
Réseaux & Télécoms,FST,Kenitra,17.76,4,9,7,4,8,0,3,0,0,8,0,1,11600
Cybersécurité,ENSA,Agadir,10.2,4,5,4,5,6,5,0,0,0,8,1,0,0
Data Science,FST,Agadir,16.29,2,7,4,9,7,4,0,1,0,4,1,1,8800
Réseaux & Télécoms,Faculté (FS),Tanger,12.57,3,10,7,4,7,7,1,0,0,4,1,0,0
Développement Web,OFPPT,Fès,10.3,3,4,5,4,8,2,0,0,0,8,1,0,0
GINF,OFPPT,Casablanca,17.34,3,8,7,10,8,3,3,1,0,7,0,1,10100
Réseaux & Télécoms,Faculté (FS),Agadir,11.12,2,8,8,8,8,7,3,1,1,9,1,1,10300
GINF,Privée (EMSI/IGA),Kenitra,14.41,4,8,7,7,4,7,0,0,1,5,1,1,12400
Cybersécurité,OFPPT,Fès,12.19,3,5,7,9,5,2,0,1,0,10,0,1,7900
Data Science,OFPPT,Rabat,10.52,2,9,5,8,5,2,1,0,0,8,0,0,0
GI,ENSA,Marrakech,10.4,2,6,6,5,9,1,3,0,1,7,0,0,0
Data Science,ENSA,Kenitra,10.92,1,4,4,4,9,2,0,1,1,5,1,0,0
Réseaux & Télécoms,ENSA,Rabat,10.57,3,5,8,3,10,5,3,0,0,8,0,0,0
GINF,Faculté (FS),Kenitra,16.08,4,7,3,4,7,6,0,1,0,10,1,1,8600
GINF,FST,Marrakech,13.88,0,5,4,9,7,1,2,0,0,5,1,0,0
Développement Web,FST,Tanger,12.74,2,7,4,5,6,7,3,1,0,8,1,0,0
GINF,OFPPT,Kenitra,13.35,1,7,6,9,6,6,2,0,0,4,0,1,7500
Développement Web,OFPPT,Agadir,17.43,0,8,4,6,9,0,1,0,0,8,1,0,0
Cybersécurité,Privée (EMSI/IGA),Casablanca,17.29,2,5,4,9,4,4,3,0,1,8,0,0,0
GI,EST,Agadir,15.73,1,6,5,8,7,1,0,0,0,8,0,0,0
Réseaux & Télécoms,Faculté (FS),Marrakech,17.08,3,7,5,7,6,6,0,1,0,8,1,1,8500
Développement Web,EST,Kenitra,12.56,1,10,5,7,4,2,2,0,0,7,1,0,0
GI,ENSA,Casablanca,13.05,2,8,5,8,5,4,3,0,0,6,1,0,0
GINF,ENSA,Agadir,14.91,3,6,5,10,10,2,3,1,0,7,1,1,11700
GINF,EST,Casablanca,14.99,4,5,10,8,7,2,3,0,0,7,1,1,11700
GI,FST,Marrakech,13.85,1,6,8,5,3,1,1,0,0,4,1,0,0
GINF,OFPPT,Tanger,13.21,0,5,3,10,7,7,3,1,0,8,1,1,6800
Cybersécurité,ENSA,Tanger,17.89,3,7,6,4,6,0,1,0,0,7,1,0,0
Cybersécurité,OFPPT,Kenitra,16.57,3,4,7,10,7,7,0,0,0,5,0,1,7900
GI,FST,Agadir,13.48,4,4,9,3,9,6,2,0,0,8,1,1,11600
Développement Web,EST,Rabat,15.82,1,9,8,4,3,2,2,0,0,4,1,0,0
Développement Web,FST,Marrakech,12.16,0,9,5,4,9,5,3,0,0,9,1,0,0
GI,EST,Agadir,10.8,4,7,6,3,7,7,2,0,0,9,1,0,0
Développement Web,Faculté (FS),Agadir,12.82,1,6,7,10,9,7,3,0,1,4,1,1,9600
Développement Web,FST,Tanger,13.22,0,5,4,7,6,1,0,0,0,10,1,0,0
Cybersécurité,ENSA,Kenitra,10.13,0,4,10,10,5,7,0,0,0,5,1,0,0
Développement Web,ENSA,Casablanca,16.52,2,5,10,4,6,5,0,0,1,9,1,0,0
Data Science,FST,Marrakech,12.87,0,7,8,6,4,5,2,1,1,4,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Casablanca,14.64,1,6,4,6,9,6,3,0,0,9,1,1,12000
GINF,EST,Fès,10.59,4,10,6,5,6,2,1,0,1,8,1,1,9600
Data Science,OFPPT,Fès,11.4,4,5,3,5,4,6,0,1,0,6,1,0,0
Développement Web,Faculté (FS),Marrakech,17.12,2,6,3,9,7,5,0,0,0,6,1,1,7600
Cybersécurité,Privée (EMSI/IGA),Kenitra,14.87,1,10,10,3,4,6,1,0,0,7,1,0,0
GI,OFPPT,Rabat,17.6,0,4,6,3,9,4,1,1,0,4,1,0,0
Développement Web,Faculté (FS),Fès,17.99,2,5,9,5,8,0,2,0,0,10,1,0,0
Cybersécurité,Faculté (FS),Tanger,12.97,3,8,9,8,7,2,0,1,1,8,1,1,9800
Réseaux & Télécoms,OFPPT,Rabat,12.39,1,4,3,4,4,5,2,1,0,5,1,0,0
Développement Web,EST,Agadir,16.87,2,6,9,8,9,0,0,0,1,5,1,1,8800
GI,EST,Fès,17.99,4,7,3,7,9,6,2,0,0,8,1,1,8900
Cybersécurité,ENSA,Tanger,15.04,2,8,4,6,6,0,2,1,0,8,0,0,0
Cybersécurité,OFPPT,Agadir,16.36,3,9,9,3,3,4,1,0,0,5,1,0,0
Cybersécurité,OFPPT,Rabat,16.25,1,5,3,5,7,4,3,0,0,4,1,0,0
Réseaux & Télécoms,ENSA,Marrakech,12.84,2,9,3,6,4,3,3,1,0,9,0,0,0
Développement Web,Faculté (FS),Agadir,14.59,0,4,6,8,3,0,3,0,0,7,0,0,0
Réseaux & Télécoms,FST,Casablanca,16.66,1,5,3,3,9,2,0,0,0,7,0,0,0
GINF,ENSA,Marrakech,15.5,2,5,9,3,4,4,1,1,0,7,1,1,11200
GINF,Privée (EMSI/IGA),Marrakech,10.17,2,8,10,9,10,2,1,0,0,8,0,1,11900
Développement Web,ENSA,Rabat,12.69,1,8,10,4,4,0,1,1,0,5,0,0,0
Réseaux & Télécoms,ENSA,Rabat,11.16,4,8,9,3,4,4,0,0,0,10,1,1,12800
GI,Faculté (FS),Tanger,11.86,0,8,8,7,6,3,2,1,0,10,1,0,0
Cybersécurité,OFPPT,Tanger,17.24,1,7,5,10,4,0,2,0,0,5,1,0,0
Cybersécurité,ENSA,Casablanca,10.3,0,6,5,3,3,2,3,0,1,5,0,0,0
Développement Web,Faculté (FS),Marrakech,11.76,0,8,6,10,8,7,3,0,0,9,1,1,8400
GINF,FST,Kenitra,12.48,1,4,5,7,4,3,0,0,0,5,0,0,0
GINF,ENSA,Casablanca,14.94,2,5,4,8,8,0,0,1,0,5,0,0,0
Cybersécurité,ENSA,Casablanca,14.27,4,9,8,9,5,4,3,0,0,6,1,1,13800
Développement Web,Faculté (FS),Kenitra,11.75,0,8,8,4,9,5,2,1,0,9,1,0,0
Réseaux & Télécoms,EST,Kenitra,11.31,0,4,6,9,7,0,2,0,0,8,1,0,0
GINF,Privée (EMSI/IGA),Kenitra,11.89,2,7,9,7,6,1,1,1,0,10,1,1,11700
Réseaux & Télécoms,OFPPT,Rabat,14.02,1,4,3,8,5,2,3,0,0,9,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,12.17,4,9,5,6,5,4,3,0,0,8,1,1,13700
GINF,EST,Casablanca,17.58,0,9,4,9,3,4,2,0,0,6,0,0,0
Data Science,Privée (EMSI/IGA),Agadir,13.71,0,4,9,9,3,1,1,1,0,7,1,0,0
GINF,FST,Kenitra,10.47,1,7,6,3,10,5,3,0,1,4,0,0,0
GI,EST,Kenitra,15.83,2,9,9,9,8,3,2,0,0,9,1,1,9100
Développement Web,ENSA,Tanger,12.63,3,7,6,5,8,7,2,0,0,8,1,1,11500
Développement Web,ENSA,Tanger,15.23,2,5,3,5,6,4,2,0,0,8,1,0,0
Réseaux & Télécoms,Faculté (FS),Marrakech,12.24,0,8,7,7,6,6,1,1,0,6,1,0,0
GINF,FST,Tanger,14.57,0,9,10,4,10,3,1,0,0,8,1,1,9400
GI,ENSA,Fès,16.18,4,4,5,7,7,3,2,0,0,8,0,0,0
Réseaux & Télécoms,Faculté (FS),Marrakech,17.42,2,6,4,10,4,3,1,1,0,7,0,0,0
Data Science,EST,Kenitra,12.09,3,6,6,9,6,5,1,1,0,6,1,0,0
Réseaux & Télécoms,Faculté (FS),Agadir,12.68,4,10,9,9,6,0,1,0,0,9,1,1,10200
Réseaux & Télécoms,EST,Tanger,13.71,3,5,5,8,8,1,1,1,1,8,1,1,8900
GINF,OFPPT,Agadir,17.42,4,6,9,9,4,2,0,0,0,5,1,1,8800
Data Science,OFPPT,Tanger,17.21,2,5,4,8,7,1,3,0,1,6,1,0,0
Réseaux & Télécoms,FST,Tanger,10.72,0,8,8,9,9,4,3,0,0,7,1,1,9800
GI,EST,Agadir,11.06,3,10,8,9,9,1,1,0,1,9,1,1,9500
GI,EST,Casablanca,13.96,2,5,10,7,3,2,2,1,0,4,0,0,0
Développement Web,OFPPT,Casablanca,10.85,3,7,10,7,7,0,3,0,0,8,1,1,10700
Data Science,EST,Casablanca,12.76,2,7,4,6,4,4,1,0,0,5,1,0,0
Data Science,ENSA,Fès,11.19,4,10,10,8,3,0,3,1,1,5,1,1,13700
Développement Web,ENSA,Casablanca,15.09,2,7,8,6,3,4,2,0,0,4,1,0,0
Réseaux & Télécoms,FST,Tanger,17.6,4,9,6,7,10,2,1,0,0,6,1,1,10600
Data Science,FST,Kenitra,17.97,0,7,5,4,3,0,2,0,1,7,1,0,0
GI,OFPPT,Rabat,13.0,4,7,4,3,7,2,3,1,0,8,1,0,0
GI,ENSA,Agadir,14.79,1,7,6,8,10,2,0,1,0,8,0,0,0
GINF,EST,Kenitra,16.85,0,7,5,5,8,5,2,0,0,9,1,0,0
Data Science,OFPPT,Rabat,10.94,2,9,5,6,4,1,1,0,0,8,1,0,0
Réseaux & Télécoms,OFPPT,Kenitra,15.52,2,7,6,10,7,4,1,0,0,5,1,0,0
Développement Web,EST,Fès,13.27,1,7,5,8,7,3,2,0,0,6,0,0,0
Développement Web,FST,Rabat,11.65,2,8,7,10,5,3,0,0,1,4,1,1,10900
Réseaux & Télécoms,EST,Marrakech,13.22,0,9,4,3,6,0,3,0,0,6,0,0,0
Cybersécurité,Privée (EMSI/IGA),Casablanca,10.61,0,7,4,6,9,2,3,0,1,7,0,0,0
GINF,ENSA,Fès,15.56,4,5,5,8,7,1,3,0,0,7,1,0,0
Développement Web,Privée (EMSI/IGA),Kenitra,12.02,3,10,6,6,5,4,3,0,0,10,1,1,12400
Data Science,Faculté (FS),Tanger,12.49,2,8,3,6,9,0,3,0,0,4,1,0,0
GINF,FST,Casablanca,10.97,1,9,10,7,8,2,1,0,0,5,0,1,10900
Data Science,ENSA,Casablanca,16.92,0,6,8,9,10,5,1,0,0,9,0,1,11000
GI,FST,Rabat,13.95,0,4,5,7,8,3,2,0,0,4,0,0,0
GINF,FST,Marrakech,14.58,0,9,3,6,4,3,2,0,0,9,0,0,0
Développement Web,ENSA,Casablanca,14.56,3,10,5,6,5,4,3,0,0,7,1,1,12700
GINF,Faculté (FS),Kenitra,13.28,3,8,3,9,10,4,3,1,0,5,1,1,9300
GINF,Privée (EMSI/IGA),Kenitra,11.54,2,7,5,5,7,4,3,0,0,6,1,0,0
GINF,Faculté (FS),Agadir,15.96,1,8,6,3,10,0,0,0,0,7,0,0,0
Cybersécurité,OFPPT,Agadir,11.02,3,4,8,9,4,4,2,1,0,5,1,1,8900
GINF,ENSA,Casablanca,10.83,4,4,9,3,5,7,1,0,1,5,1,0,0
Data Science,FST,Rabat,15.68,3,9,9,4,7,0,3,0,0,8,1,0,0
GI,ENSA,Rabat,11.67,0,7,3,10,4,1,2,1,1,6,1,0,0
Réseaux & Télécoms,Faculté (FS),Tanger,12.45,1,7,10,9,9,2,0,0,0,5,0,0,0
GINF,Privée (EMSI/IGA),Fès,13.8,2,5,10,4,4,3,0,0,1,4,0,0,0
Développement Web,Faculté (FS),Fès,13.59,3,4,7,4,9,6,3,0,0,9,0,1,10100
GINF,ENSA,Fès,15.67,0,7,6,7,6,6,1,0,0,10,1,0,0
Développement Web,EST,Marrakech,14.99,4,4,8,7,8,0,2,0,0,6,0,0,0
Data Science,Faculté (FS),Rabat,15.16,4,5,5,5,10,2,1,0,1,6,1,1,10900
Développement Web,FST,Tanger,15.71,2,6,3,7,10,5,3,0,0,10,1,1,9800
Réseaux & Télécoms,OFPPT,Agadir,12.34,2,4,10,4,9,4,3,0,0,7,1,0,0
GI,OFPPT,Kenitra,12.58,3,5,8,8,7,3,0,0,0,6,1,0,0
Développement Web,Faculté (FS),Fès,13.5,2,5,4,6,6,5,0,0,0,6,0,0,0
Développement Web,EST,Agadir,12.46,0,10,10,4,4,7,2,1,0,8,1,1,8300
GI,EST,Agadir,17.88,0,5,6,5,4,0,3,1,0,6,1,0,0
Réseaux & Télécoms,ENSA,Casablanca,16.51,0,8,3,6,5,4,3,1,0,9,1,0,0
GINF,EST,Marrakech,11.32,3,9,6,7,6,7,2,0,0,9,1,0,0
Développement Web,FST,Tanger,10.04,3,7,3,6,3,2,1,0,0,9,1,0,0
GI,Faculté (FS),Marrakech,10.34,2,4,9,8,7,7,0,0,0,5,1,0,0
